"TOK_added","DATE_added","SHOT_added","TIME_added","α0","αI","αB","αP","αn","αM","αR","αe","αk","ind_added","id"
"JETILW",20160726,91217,48,0.105708,0.770704,0.238446,-0.608525,0.383295,0.18432,1.99257,0.714375,0.431796,10343,3196
"AUG",19990309,11746,3.75,0.105664,0.771061,0.237884,-0.608543,0.382813,0.18428,1.99258,0.71394,0.431065,1918,224
"JET",20010126,53320,61.6261901855469,0.105721,0.76964,0.239479,-0.608375,0.382316,0.184565,1.99258,0.715932,0.433678,9191,2139
"JET",20010321,54157,60.6325988769531,0.105695,0.770532,0.23998,-0.608985,0.382963,0.177498,1.99258,0.71693,0.434821,9208,2155
"JETILW",20130730,84598,52.2,0.105704,0.770146,0.239408,-0.608768,0.382615,0.184348,1.99258,0.715679,0.433466,9949,2802
"JETILW",20160401,90386,50,0.105697,0.770496,0.23913,-0.608781,0.382961,0.18418,1.99258,0.715249,0.432811,10290,3143
"AUGW",20110127,26207,4.5,0.105671,0.771207,0.237706,-0.60857,0.383118,0.184426,1.99259,0.713517,0.430781,3197,876
"AUGW",20110610,27138,2.75,0.105653,0.771776,0.237429,-0.608951,0.383323,0.184351,1.99259,0.713176,0.430289,3319,983
"AUGW",20171026,34941,5,0.105639,0.771738,0.237902,-0.609103,0.38324,0.18404,1.99259,0.713745,0.43091,3853,1476
"AUG",19980804,11197,2.85,0.105689,0.770268,0.239252,-0.608575,0.38276,0.184785,1.9926,0.715029,0.433444,1866,188
"AUG",19990319,11804,3.25,0.105671,0.770765,0.238514,-0.608623,0.382683,0.18435,1.9926,0.714482,0.4321,1954,251
"AUGW",20081016,23859,3.25,0.105667,0.771216,0.237642,-0.608563,0.38312,0.184345,1.9926,0.713402,0.430874,3096,780
"AUGW",20090925,25246,4.35,0.105672,0.771111,0.237798,-0.608543,0.38309,0.184394,1.9926,0.7136,0.431046,3135,815
"AUGW",20120705,28330,2.45,0.10566,0.771537,0.237491,-0.608832,0.383075,0.184431,1.9926,0.713263,0.430626,3432,1076
"JET",20030130,58031,61.3639831542969,0.105715,0.770135,0.239385,-0.608811,0.382263,0.184693,1.9926,0.715922,0.433274,9366,2284
"JET",20040225,63219,66.3733520507813,0.105679,0.770394,0.238929,-0.608851,0.383195,0.188382,1.9926,0.714833,0.431501,9728,2582
"JETILW",20130730,84588,53.75,0.105701,0.770421,0.239035,-0.608875,0.382796,0.184384,1.9926,0.715135,0.433188,9946,2799
"JETILW",20160421,90727,56.75,0.105701,0.770806,0.238496,-0.608951,0.383012,0.184706,1.9926,0.71439,0.43244,10333,3186
"JETILW",20160726,91213,46,0.105706,0.7707,0.238407,-0.608545,0.383307,0.184637,1.9926,0.714308,0.431753,10337,3190
"JETILW",20160727,91233,48.5,0.105701,0.770641,0.238238,-0.608506,0.383457,0.185857,1.9926,0.714042,0.431302,10350,3203
"JETILW",20160729,91273,46.5,0.105709,0.770684,0.238433,-0.608519,0.383296,0.18441,1.9926,0.714375,0.431787,10382,3235
"JETILW",20160812,91418,48.75,0.105674,0.770424,0.239001,-0.608809,0.383274,0.187873,1.9926,0.714825,0.431681,10430,3283
"AUGW",20171026,34941,4.5,0.105639,0.771728,0.237903,-0.609103,0.38325,0.184042,1.99261,0.713762,0.430911,3852,1475
"JET",20010326,54218,61.6123962402344,0.105721,0.769813,0.240016,-0.60836,0.382638,0.180103,1.99261,0.716951,0.43446,9218,2164
"JET",20040225,63235,65.8765869140625,0.105669,0.771021,0.238298,-0.608809,0.383637,0.186388,1.99261,0.714062,0.430845,9745,2599
"JETILW",20120410,82900,59.5,0.105697,0.771461,0.237467,-0.608759,0.383836,0.184309,1.99261,0.713109,0.430603,9817,2670
"JETILW",20140901,87474,54,0.105693,0.770455,0.23924,-0.608781,0.383038,0.184175,1.99261,0.715385,0.432806,10149,3002
"JETILW",20151118,89092,47.75,0.105716,0.770636,0.238451,-0.608458,0.383276,0.184283,1.99261,0.714419,0.431815,10175,3028
"JETILW",20160415,90606,50.5,0.105711,0.770422,0.238862,-0.608675,0.382879,0.184427,1.99261,0.714943,0.43273,10328,3181
"AUG",19960509,8092,2.25,0.105682,0.770611,0.237836,-0.608096,0.382802,0.184474,1.99262,0.714101,0.430764,1578,40
"AUGW",20090709,24782,2.75,0.10567,0.771146,0.237775,-0.608582,0.383083,0.184379,1.99262,0.713556,0.431096,3124,805
"AUGW",20110429,26878,2.25,0.10567,0.771104,0.237792,-0.608548,0.383075,0.184369,1.99262,0.713608,0.431083,3289,957
"JETILW",20151118,89091,46.5,0.105714,0.770662,0.238415,-0.608472,0.383303,0.18429,1.99262,0.714379,0.431768,10174,3027
"AUGW",20090623,24703,3.25,0.105666,0.771213,0.237728,-0.608637,0.383081,0.184377,1.99263,0.713507,0.431044,3120,803
"AUGW",20091103,25466,3.85,0.105665,0.771265,0.237611,-0.608608,0.383137,0.184354,1.99263,0.713404,0.430803,3157,837
"AUGW",20110203,26261,3.25,0.105671,0.771184,0.237739,-0.608596,0.383133,0.184415,1.99263,0.713548,0.43093,3206,884
"AUGW",20110428,26860,2.25,0.105669,0.771131,0.237775,-0.608573,0.383079,0.184372,1.99263,0.713582,0.431086,3286,954
"JET",19971119,43167,60.88,0.105718,0.770499,0.238498,-0.608661,0.382899,0.18463,1.99263,0.714543,0.432331,8216,1517
"JETILW",20140730,87020,45.1,0.105713,0.770673,0.238445,-0.608507,0.383276,0.184283,1.99263,0.714413,0.431836,10072,2925
"JETILW",20160122,89702,52.3,0.105699,0.770183,0.23942,-0.609184,0.38221,0.18477,1.99263,0.71571,0.434262,10234,3087
"AUGW",20090610,24609,3.25,0.10567,0.771128,0.237787,-0.608574,0.383089,0.184389,1.99264,0.713602,0.431066,3116,799
"AUGW",20110315,26537,5.45,0.105665,0.771307,0.237637,-0.608671,0.383137,0.184385,1.99264,0.713422,0.430815,3244,918
"AUGW",20121023,28724,3.7,0.105654,0.771521,0.237758,-0.608892,0.383221,0.184267,1.99264,0.713617,0.430746,3458,1100
"JETILW",20120314,82628,59,0.105719,0.770318,0.238817,-0.608504,0.382935,0.18441,1.99264,0.714934,0.432561,9781,2634
"JETILW",20120321,82705,53,0.105711,0.769925,0.239395,-0.608729,0.382345,0.184674,1.99264,0.715863,0.433623,9797,2650
"JETILW",20120623,83294,51.75,0.105709,0.770023,0.239388,-0.608838,0.382363,0.184705,1.99264,0.715639,0.43391,9840,2693
"JETILW",20161005,91904,51.5,0.105694,0.771281,0.237642,-0.609007,0.383625,0.184691,1.99264,0.713328,0.431438,10516,3369
"AUGW",20091006,25292,3.25,0.10567,0.771104,0.237828,-0.608583,0.383081,0.184393,1.99265,0.713651,0.43114,3137,817
"AUGW",20091009,25324,3.15,0.105667,0.771176,0.237764,-0.608623,0.383082,0.184378,1.99265,0.71358,0.431057,3146,826
"JETILW",20120615,83177,54.1,0.105706,0.770342,0.238943,-0.608963,0.382562,0.184698,1.99265,0.715049,0.433525,9823,2676
"JETILW",20160819,91553,47.05,0.105668,0.771002,0.238399,-0.609545,0.383186,0.189646,1.99265,0.713793,0.431758,10464,3317
"AUG",19990504,12145,2.85,0.105696,0.76974,0.240145,-0.608574,0.38237,0.184853,1.99266,0.716338,0.434414,2055,314
"AUG",19990520,12251,2.7,0.105694,0.769873,0.239934,-0.608588,0.382454,0.184826,1.99266,0.71608,0.434132,2093,344
"AUG",20030306,17148,5.25,0.105664,0.771177,0.237973,-0.608685,0.383195,0.184285,1.99266,0.713797,0.431222,2727,676
"AUGW",20080703,23486,3.25,0.105671,0.771095,0.237786,-0.608547,0.383112,0.184392,1.99266,0.713624,0.431048,3087,772
"AUGW",20091103,25465,4.25,0.105666,0.771231,0.237638,-0.608605,0.383153,0.184358,1.99266,0.713452,0.430853,3156,836
"AUGW",20110217,26328,3.25,0.10567,0.771189,0.237705,-0.608591,0.383166,0.184408,1.99266,0.713532,0.43087,3214,892
"AUGW",20110401,26695,5.45,0.105666,0.771262,0.237627,-0.608625,0.383175,0.184383,1.99266,0.713443,0.430767,3265,934
"AUGW",20171026,34941,4,0.105639,0.771695,0.237912,-0.609101,0.383273,0.18405,1.99266,0.713809,0.43093,3851,1474
"JET",19980120,44108,70.89,0.105697,0.770885,0.238362,-0.608581,0.383497,0.184141,1.99266,0.714377,0.431398,8432,1593
"JETILW",20140806,87103,50.5,0.105702,0.770364,0.239044,-0.608849,0.382778,0.184525,1.99266,0.715395,0.432879,10081,2934
"JETILW",20140905,87563,54.5,0.105699,0.770358,0.239263,-0.608964,0.382674,0.1844,1.99266,0.715465,0.433436,10154,3007
"AUG",19960521,8170,3.2,0.10566,0.771433,0.237545,-0.608658,0.383381,0.184194,1.99267,0.713455,0.430382,1622,66
"AUGW",20091103,25454,3.25,0.105667,0.77119,0.237722,-0.608625,0.383117,0.184379,1.99267,0.713544,0.431008,3155,835
"AUGW",20110315,26537,2.25,0.105668,0.771125,0.237775,-0.608582,0.383089,0.184358,1.99267,0.713624,0.431069,3242,916
"JET",19980109,43874,68.4,0.10571,0.770488,0.238748,-0.608416,0.383286,0.18415,1.99267,0.714914,0.431892,8318,1526
"JETILW",20140715,86836,50.5,0.105708,0.770009,0.239518,-0.608695,0.382525,0.184385,1.99267,0.716006,0.433449,10061,2914
"JETILW",20151207,89372,56.8,0.105698,0.770816,0.238472,-0.609003,0.383091,0.184642,1.99267,0.714402,0.432477,10224,3077
"AUG",20020611,15940,2.95,0.105672,0.770852,0.238262,-0.608589,0.382948,0.184348,1.99268,0.714132,0.431799,2553,586
"AUGW",20091006,25293,3.25,0.10567,0.771093,0.237827,-0.608584,0.383101,0.184392,1.99268,0.713679,0.431131,3138,818
"AUGW",20091103,25467,4.75,0.105666,0.771222,0.237646,-0.608609,0.383156,0.184355,1.99268,0.713476,0.430869,3158,838
"AUGW",20110310,26497,2.25,0.105667,0.771142,0.237782,-0.608614,0.383081,0.184363,1.99268,0.713627,0.431112,3236,911
"AUGW",20110405,26712,3.25,0.10567,0.77116,0.237744,-0.608602,0.383164,0.184407,1.99268,0.713578,0.430978,3267,936
"AUGW",20120606,28137,2.9,0.105645,0.771419,0.238082,-0.608914,0.383237,0.184183,1.99268,0.714057,0.430937,3405,1055
"AUGW",20121023,28726,2.5,0.105652,0.771577,0.237721,-0.608946,0.383245,0.184253,1.99268,0.713595,0.430707,3465,1107
"AUGW",20080417,23074,3.25,0.10567,0.771147,0.237762,-0.608608,0.383136,0.184391,1.99269,0.713599,0.431054,3076,762
"AUGW",20080606,23300,3.25,0.105667,0.771191,0.237657,-0.608591,0.383168,0.184355,1.99269,0.713494,0.4309,3081,767
"JET",19980120,44107,71.38,0.105697,0.770875,0.238376,-0.608595,0.383513,0.184134,1.99269,0.714425,0.431412,8430,1591
"JET",20010322,54176,63.8755798339844,0.105709,0.769971,0.240086,-0.608784,0.382473,0.17827,1.99269,0.717,0.435776,9211,2158
"JET",20030314,58818,65.8351440429688,0.105701,0.770546,0.238916,-0.608649,0.383136,0.184149,1.99269,0.71509,0.432318,9418,2325
"JET",20040225,63233,68.153564453125,0.105679,0.770342,0.238985,-0.608882,0.383196,0.188437,1.99269,0.714985,0.431576,9744,2598
"JETILW",20130730,84593,54.2,0.10571,0.77037,0.238835,-0.60866,0.382962,0.184394,1.99269,0.714977,0.432742,9948,2801
"JETILW",20161028,92234,49,0.1057,0.770346,0.239226,-0.608811,0.382858,0.184245,1.99269,0.715437,0.433173,10565,3418
"AUG",19990408,11947,3.85,0.105681,0.770123,0.239077,-0.60833,0.382979,0.184701,1.9927,0.714917,0.4331,1979,271
"AUGW",20091120,25625,4.85,0.105667,0.771188,0.237685,-0.608607,0.383166,0.184369,1.9927,0.713539,0.430913,3169,849
"AUGW",20091126,25667,4.85,0.105667,0.771185,0.237678,-0.608592,0.383162,0.184365,1.9927,0.713563,0.43084,3173,853
"AUGW",20110303,26445,5.45,0.105667,0.771216,0.237682,-0.608625,0.383178,0.184393,1.9927,0.713535,0.430845,3233,908
"AUGW",20170713,34612,3.45,0.105638,0.772057,0.237661,-0.609535,0.383019,0.184167,1.9927,0.71338,0.431383,3820,1444
"JET",20030205,58108,57.8450012207031,0.105718,0.770791,0.238144,-0.608778,0.383057,0.184685,1.9927,0.714087,0.432083,9368,2286
"JET",20030314,58819,66.6217651367188,0.105702,0.770564,0.238873,-0.608655,0.383123,0.184186,1.9927,0.715019,0.432327,9419,2326
"JET",20040224,63187,63.392578125,0.10568,0.770655,0.238592,-0.608863,0.383359,0.187338,1.9927,0.714454,0.431415,9718,2572
"JETILW",20140905,87565,54.5,0.105699,0.770342,0.239273,-0.608977,0.382696,0.184394,1.9927,0.715513,0.433451,10156,3009
"JETILW",20160902,91756,46.3,0.105693,0.770777,0.238529,-0.608801,0.383389,0.18465,1.9927,0.714509,0.431994,10507,3360
"AUGW",20090908,25066,3.25,0.10567,0.771093,0.237827,-0.608599,0.383113,0.184391,1.99271,0.713701,0.431136,3131,811
"AUGW",20110127,26205,3.25,0.10567,0.771179,0.237696,-0.608599,0.383201,0.184408,1.99271,0.713581,0.430826,3195,874
"AUGW",20110317,26558,2.25,0.105668,0.771133,0.237751,-0.608603,0.383128,0.184362,1.99271,0.713625,0.431056,3245,919
"AUGW",20110329,26650,2.25,0.105668,0.771132,0.237736,-0.608586,0.383136,0.184361,1.99271,0.713611,0.431012,3260,930
"AUGW",20120412,27728,3.25,0.10567,0.771163,0.237735,-0.608614,0.383189,0.184402,1.99271,0.713576,0.430977,3360,1019
"JET",19980120,44105,67.62,0.105698,0.770864,0.238377,-0.608601,0.383481,0.184166,1.99271,0.714424,0.431462,8428,1589
"JETILW",20120628,83371,56,0.105705,0.770173,0.239196,-0.608979,0.382434,0.184734,1.99271,0.715511,0.433751,9865,2718
"JETILW",20160404,90406,47.25,0.10569,0.770859,0.238613,-0.608913,0.383377,0.184116,1.99271,0.714649,0.432203,10296,3149
"AUG",19990520,12253,2.8,0.105692,0.769876,0.239858,-0.608566,0.382504,0.184798,1.99272,0.716059,0.43399,2098,349
"JETILW",20120620,83247,55.6,0.105709,0.77009,0.239248,-0.608854,0.382485,0.184641,1.99272,0.715519,0.433749,9828,2681
"JETILW",20160122,89709,52.5,0.1057,0.770175,0.239379,-0.60917,0.38229,0.18478,1.99272,0.715729,0.434157,10235,3088
"JETILW",20160125,89730,53,0.105702,0.770468,0.238905,-0.608543,0.383221,0.184113,1.99272,0.715097,0.432258,10239,3092
"AUG",19980806,11207,2,0.105689,0.770257,0.239229,-0.608617,0.382826,0.18476,1.99273,0.715126,0.43341,1878,200
"AUGW",20080610,23316,3.25,0.105668,0.771147,0.237712,-0.608599,0.383176,0.184366,1.99273,0.713588,0.430979,3082,768
"AUGW",20091021,25414,4.25,0.105665,0.77122,0.237741,-0.608706,0.383128,0.184379,1.99273,0.713604,0.431074,3151,831
"AUGW",20120405,27679,3.25,0.105669,0.771161,0.237745,-0.60863,0.38319,0.184405,1.99273,0.713603,0.430999,3354,1015
"AUGW",20120515,27980,5.45,0.105672,0.77112,0.237793,-0.608603,0.383185,0.184423,1.99273,0.713681,0.430991,3380,1035
"AUGW",20130411,29979,4.35,0.105671,0.769893,0.239609,-0.608515,0.381984,0.184249,1.99273,0.715922,0.433978,3606,1244
"JETILW",20120713,83585,52.75,0.105714,0.770169,0.239008,-0.608736,0.382619,0.184626,1.99273,0.715325,0.433206,9902,2755
"JETILW",20151126,89201,51.75,0.105684,0.772156,0.236776,-0.609641,0.383959,0.184796,1.99273,0.712171,0.430846,10196,3049
"AUG",19990422,12035,2.925,0.105685,0.770129,0.23914,-0.608411,0.382975,0.184717,1.99274,0.714968,0.433301,2015,288
"AUG",19990422,12039,2.925,0.105685,0.770124,0.239143,-0.608406,0.382974,0.184722,1.99274,0.714982,0.433282,2018,291
"AUG",20020604,15889,3.7,0.105642,0.772771,0.235826,-0.608909,0.384576,0.183957,1.99274,0.711371,0.427776,2505,545
"AUGW",20091120,25625,3.25,0.105668,0.771154,0.237712,-0.608608,0.383176,0.184377,1.99274,0.713593,0.430965,3168,848
"AUGW",20110405,26712,2.25,0.105666,0.771154,0.237729,-0.608627,0.383137,0.184351,1.99274,0.713628,0.431029,3266,935
"AUGW",20170713,34613,3.55,0.105631,0.772355,0.237662,-0.60991,0.382921,0.184134,1.99274,0.71334,0.431637,3827,1450
"JETILW",20130731,84608,53.95,0.105719,0.77035,0.238715,-0.608527,0.383042,0.184406,1.99274,0.714874,0.432469,9951,2804
"JETILW",20130829,84943,50.5,0.105706,0.77054,0.238748,-0.608841,0.382971,0.184492,1.99274,0.714904,0.432679,9992,2845
"AUG",19980804,11197,3.05,0.105689,0.770229,0.239214,-0.608581,0.382868,0.184768,1.99275,0.715119,0.433371,1867,189
"AUGW",20080603,23259,3.25,0.105668,0.771154,0.237697,-0.608606,0.383188,0.184363,1.99275,0.713581,0.430967,3080,766
"AUGW",20090619,24679,3.25,0.10567,0.771063,0.237852,-0.608606,0.383126,0.184386,1.99275,0.713762,0.431191,3119,802
"AUGW",20110303,26445,3.25,0.105671,0.771106,0.237797,-0.608609,0.383181,0.184407,1.99275,0.713701,0.431043,3232,907
"AUGW",20110503,26904,3.25,0.105672,0.77109,0.237793,-0.608588,0.383198,0.184412,1.99275,0.713693,0.431031,3298,966
"AUGW",20170711,34602,5,0.105659,0.771331,0.237746,-0.608778,0.383256,0.184233,1.99275,0.713669,0.431037,3801,1427
"JET",19980115,43997,56.36,0.105708,0.771083,0.237523,-0.608912,0.383439,0.184812,1.99275,0.713277,0.43153,8364,1545
"JETILW",20120621,83267,47.5,0.105698,0.770841,0.23834,-0.609018,0.383168,0.184661,1.99275,0.714494,0.432136,9832,2685
"JETILW",20130921,85235,51.25,0.105704,0.770566,0.238723,-0.60886,0.382994,0.184463,1.99275,0.714887,0.432641,10001,2854
"JETILW",20131002,85407,52.25,0.105704,0.770167,0.239196,-0.609008,0.38246,0.184688,1.99275,0.715541,0.433798,10021,2874
"JETILW",20161103,92348,51.8,0.105698,0.770922,0.238025,-0.609263,0.383,0.184803,1.99275,0.713887,0.432855,10598,3451
"AUG",20020718,16206,3.3,0.105667,0.77072,0.238601,-0.608708,0.382715,0.184324,1.99276,0.714719,0.43223,2638,638
"AUGW",20081125,24131,3.25,0.105668,0.771128,0.237724,-0.608603,0.38318,0.184373,1.99276,0.713622,0.431006,3105,789
"AUGW",20110531,27050,3.25,0.105671,0.771059,0.237854,-0.608597,0.383163,0.184403,1.99276,0.713773,0.431128,3303,971
"AUGW",20170711,34602,5.45,0.105661,0.771267,0.237807,-0.608754,0.383238,0.184257,1.99276,0.713743,0.431121,3802,1428
"JET",20030327,59060,59.5838012695313,0.105704,0.771157,0.237812,-0.608939,0.383427,0.184489,1.99276,0.713667,0.431606,9440,2340
"JET",20040224,63191,66.3733520507813,0.105682,0.770397,0.238913,-0.608841,0.383217,0.187538,1.99276,0.715008,0.431627,9722,2576
"JETILW",20130815,84824,51,0.105715,0.77022,0.239046,-0.608597,0.382869,0.184398,1.99276,0.715353,0.432792,9982,2835
"JETILW",20130911,85077,53.5,0.105703,0.77057,0.238756,-0.608907,0.382968,0.184564,1.99276,0.71493,0.432696,9999,2852
"JETILW",20151126,89205,52,0.10569,0.771775,0.237196,-0.609381,0.383731,0.184733,1.99276,0.712761,0.431164,10200,3053
"JETILW",20160412,90542,50.3,0.105698,0.770511,0.238895,-0.608576,0.383278,0.184092,1.99276,0.715096,0.432196,10311,3164
"AUGW",20121123,28896,6.25,0.105652,0.771763,0.237194,-0.60886,0.383548,0.184162,1.99277,0.713049,0.430084,3508,1150
"JET",20020521,55941,61.1156005859375,0.105712,0.770609,0.238445,-0.608694,0.383177,0.184466,1.99277,0.714563,0.432144,9248,2191
"JETILW",20120315,82661,55.9,0.105708,0.770098,0.239249,-0.608909,0.382465,0.184628,1.99277,0.715641,0.433729,9791,2644
"AUG",19990427,12083,2.375,0.105673,0.771013,0.237918,-0.608617,0.383117,0.184388,1.99278,0.713879,0.431323,2030,295
"AUGW",20110215,26308,5.45,0.105668,0.771183,0.237673,-0.608623,0.383239,0.184392,1.99278,0.713604,0.430811,3212,890
"AUGW",20110303,26445,2.25,0.105667,0.771107,0.237789,-0.608632,0.383132,0.184354,1.99278,0.713734,0.431109,3231,906
"JET",20040225,63233,65.8765869140625,0.105682,0.770365,0.238898,-0.608835,0.383207,0.187799,1.99278,0.714961,0.431646,9743,2597
"JETILW",20151208,89402,58,0.105707,0.770615,0.238155,-0.60859,0.383477,0.18451,1.99278,0.714209,0.43177,10228,3081
"AUG",19990309,11733,2.575,0.105693,0.770686,0.238514,-0.608679,0.383184,0.18492,1.99279,0.714384,0.43236,1910,218
"AUG",19990427,12085,1.788,0.105668,0.771489,0.237109,-0.608649,0.383498,0.184402,1.99279,0.712859,0.430319,2031,296
"AUG",19990520,12249,2.6,0.105691,0.769998,0.23963,-0.608599,0.382653,0.184782,1.99279,0.715805,0.433745,2088,339
"AUGW",20090903,25047,3.25,0.10567,0.771068,0.237825,-0.608615,0.383165,0.18439,1.99279,0.713758,0.431153,3130,810
"AUGW",20110201,26229,3.25,0.105671,0.771105,0.237765,-0.608599,0.383222,0.184411,1.99279,0.713728,0.430921,3203,881
"AUGW",20120420,27777,2.25,0.105665,0.771165,0.237683,-0.60863,0.383178,0.184339,1.99279,0.713609,0.430963,3362,1020
"AUGW",20171026,34941,6.9,0.105652,0.771292,0.237966,-0.608787,0.383368,0.184144,1.99279,0.713991,0.430986,3856,1479
"JETILW",20130903,84999,55.3,0.105707,0.770215,0.239096,-0.608949,0.382561,0.184631,1.99279,0.715426,0.433578,9994,2847
"JETILW",20160812,91432,50.25,0.105668,0.770537,0.239042,-0.609059,0.383238,0.187587,1.99279,0.714967,0.432031,10442,3295
"AUGW",20091105,25477,4.95,0.105666,0.771177,0.237695,-0.608654,0.383207,0.184364,1.9928,0.713618,0.43096,3159,839
"AUGW",20110421,26839,3.25,0.105671,0.771085,0.237808,-0.608616,0.383209,0.18441,1.9928,0.713738,0.431077,3279,948
"AUGW",20110527,27032,2.25,0.105668,0.771032,0.237858,-0.608599,0.383131,0.184352,1.9928,0.713835,0.431183,3300,968
"AUGW",20110531,27050,2.25,0.105667,0.771055,0.237839,-0.608614,0.383124,0.184343,1.9928,0.713811,0.431171,3302,970
"AUGW",20121122,28886,3,0.105642,0.772152,0.237001,-0.609199,0.38353,0.184039,1.9928,0.712734,0.430167,3488,1130
"JET",19980116,44005,62.36,0.105701,0.771166,0.237781,-0.608948,0.383573,0.184554,1.9928,0.713699,0.431294,8368,1547
"JET",19980116,44032,60.89,0.105712,0.770373,0.238488,-0.608707,0.383027,0.184692,1.9928,0.714649,0.432497,8387,1558
"JET",20020522,55952,60.3703918457031,0.105708,0.770656,0.238497,-0.608806,0.383129,0.184484,1.9928,0.714617,0.432301,9257,2200
"JETILW",20120308,82536,55.25,0.105705,0.770136,0.239259,-0.609008,0.382451,0.184658,1.9928,0.715663,0.433839,9768,2621
"JETILW",20120622,83286,46.8,0.105701,0.770638,0.238616,-0.60881,0.383225,0.184306,1.9928,0.71472,0.432446,9837,2690
"JETILW",20120713,83587,52,0.105714,0.770153,0.238993,-0.608741,0.382669,0.184621,1.9928,0.715357,0.43319,9904,2757
"JETILW",20160726,91212,46.4,0.105694,0.770714,0.238402,-0.608758,0.383441,0.185347,1.9928,0.714382,0.431739,10335,3188
"AUGW",20081121,24110,3.25,0.105669,0.771089,0.237763,-0.608609,0.3832,0.18438,1.99281,0.713703,0.431068,3104,788
"AUGW",20110415,26802,2.25,0.105667,0.771111,0.237748,-0.608628,0.383178,0.184355,1.99281,0.713701,0.431064,3272,941
"JET",20030327,59061,59.5838012695313,0.105703,0.771158,0.237845,-0.608997,0.383413,0.184517,1.99281,0.71373,0.431698,9441,2341
"JET",20040124,62662,64.1377563476563,0.105708,0.770687,0.238441,-0.608491,0.383426,0.184221,1.99281,0.714556,0.431617,9679,2537
"JETILW",20140805,87077,54.5,0.105696,0.769764,0.240039,-0.609298,0.381911,0.184781,1.99281,0.716825,0.435086,10080,2933
"JETILW",20151208,89398,57.75,0.105699,0.770748,0.238347,-0.608921,0.383301,0.184545,1.99281,0.714437,0.432211,10226,3079
"JETILW",20160812,91409,49,0.105673,0.770474,0.238953,-0.608911,0.383271,0.187294,1.99281,0.714931,0.431914,10422,3275
"AUGW",20110303,26460,5.25,0.105661,0.771416,0.23756,-0.608772,0.383465,0.184359,1.99282,0.713455,0.430594,3235,910
"AUGW",20110419,26820,2.25,0.105668,0.771092,0.237775,-0.608626,0.383179,0.184364,1.99282,0.713732,0.431106,3275,944
"AUGW",20121123,28904,3.95,0.105649,0.771713,0.237499,-0.609083,0.383356,0.184249,1.99282,0.713306,0.430856,3512,1154
"JET",20010321,54159,63.3787841796875,0.105702,0.769752,0.240865,-0.608949,0.382324,0.178644,1.99282,0.718265,0.436127,9210,2157
"AUGW",20110127,26205,5.45,0.105669,0.771157,0.237682,-0.608622,0.383269,0.184397,1.99283,0.713667,0.430794,3196,875
"AUGW",20110203,26261,5.45,0.105669,0.771139,0.237705,-0.608619,0.383264,0.184399,1.99283,0.713678,0.430855,3207,885
"AUGW",20110707,27219,2.25,0.105657,0.771487,0.237417,-0.608761,0.383495,0.184238,1.99283,0.71328,0.430542,3328,991
"AUGW",20171026,34941,3.45,0.10564,0.771551,0.237976,-0.609085,0.383329,0.184077,1.99283,0.714014,0.431069,3850,1473
"JETILW",20151203,89322,52.5,0.105708,0.770618,0.238496,-0.608741,0.383193,0.18444,1.99283,0.71473,0.432093,10212,3065
"JETILW",20160413,90582,59.25,0.105699,0.770926,0.238078,-0.608821,0.383591,0.184299,1.99283,0.714087,0.431716,10325,3178
"JETILW",20160819,91562,50,0.105685,0.770281,0.238755,-0.608539,0.383503,0.187242,1.99283,0.71479,0.431383,10467,3320
"AUG",19960509,8093,3.2,0.105683,0.770696,0.237975,-0.608288,0.383179,0.184345,1.99284,0.714186,0.431031,1581,43
"AUG",20020604,15889,3.1,0.105645,0.772365,0.236287,-0.60886,0.384355,0.184049,1.99284,0.711962,0.42858,2504,544
"AUG",20020718,16206,5.3,0.105668,0.770693,0.238595,-0.608715,0.382772,0.184329,1.99284,0.714766,0.432235,2640,640
"AUGW",20090910,25086,3.25,0.105673,0.770952,0.237981,-0.608606,0.383137,0.184407,1.99284,0.714001,0.431334,3132,812
"AUGW",20091126,25667,3.25,0.105666,0.771137,0.237695,-0.608626,0.383225,0.184363,1.99284,0.71367,0.430921,3172,852
"AUGW",20110301,26421,2.25,0.105666,0.771118,0.237747,-0.608647,0.383181,0.184347,1.99284,0.713727,0.431061,3228,903
"AUGW",20120316,27562,5.45,0.105669,0.771122,0.237779,-0.608659,0.383238,0.184408,1.99284,0.713744,0.431017,3343,1006
"AUGW",20120404,27663,3.25,0.105671,0.771058,0.23783,-0.60862,0.38322,0.184402,1.99284,0.713798,0.431107,3347,1009
"AUGW",20170721,34684,4.05,0.105627,0.772517,0.237039,-0.609595,0.383712,0.183987,1.99284,0.712684,0.430361,3838,1461
"AUG",19990504,12145,3.25,0.105696,0.769652,0.240159,-0.608597,0.382455,0.184809,1.99285,0.716478,0.434573,2057,315
"AUGW",20080529,23236,3.25,0.105669,0.771085,0.237758,-0.608617,0.383229,0.184371,1.99285,0.713728,0.431057,3079,765
"AUGW",20091008,25309,4.25,0.105669,0.77104,0.237864,-0.608634,0.383176,0.18438,1.99285,0.71386,0.431197,3142,822
"AUGW",20091119,25600,3.25,0.10567,0.771068,0.23778,-0.608611,0.383226,0.184386,1.99285,0.713768,0.43105,3163,843
"AUGW",20170711,34602,4,0.105655,0.771448,0.237615,-0.608859,0.38335,0.184172,1.99285,0.713589,0.430878,3799,1425
"AUGW",20170711,34602,4.5,0.105659,0.771297,0.237748,-0.608789,0.383311,0.184228,1.99285,0.713749,0.431043,3800,1426
