"TOK_added","DATE_added","SHOT_added","TIME_added","α0","αI","αB","αP","αn","αM","αR","αe","αk","ind_added","id"
"AUGW",20110311,26519,3.25,0.105667,0.771581,0.237431,-0.608489,0.382844,0.184401,1.99194,0.712631,0.43046,3240,914
"JETILW",20120215,82284,55.25,0.105713,0.770306,0.239064,-0.608618,0.382141,0.18467,1.99194,0.714789,0.433394,9757,2610
"AUGW",20090925,25246,3.25,0.105666,0.771521,0.237518,-0.6085,0.382784,0.184388,1.99195,0.712708,0.430713,3134,814
"JET",19980131,44380,59.63,0.105696,0.770882,0.238873,-0.608867,0.382717,0.184343,1.99195,0.714379,0.432606,8497,1636
"JET",20010320,54146,64.6345825195313,0.105706,0.770249,0.240103,-0.608291,0.382774,0.178563,1.99195,0.716606,0.434155,9202,2150
"JETILW",20140820,87346,47.75,0.105708,0.770862,0.238435,-0.60838,0.383083,0.184184,1.99195,0.713911,0.431682,10119,2972
"AUGW",20171026,34942,4.5,0.105637,0.772178,0.237727,-0.609136,0.382985,0.183979,1.99196,0.712967,0.430716,3859,1482
"JET",19980116,44021,61.63,0.105719,0.770489,0.238396,-0.608361,0.382662,0.184727,1.99197,0.713925,0.432229,8382,1554
"AUGW",20110311,26519,5.45,0.105662,0.771694,0.237299,-0.608552,0.382886,0.184375,1.99198,0.712517,0.430273,3241,915
"JETILW",20120618,83214,55,0.105719,0.770504,0.238733,-0.608376,0.382635,0.18446,1.99199,0.714369,0.432415,9824,2677
"JETILW",20140828,87420,55.5,0.105698,0.77122,0.238045,-0.608926,0.382977,0.184503,1.99199,0.713355,0.432123,10141,2994
"JET",20020522,55950,61.6123962402344,0.105708,0.770873,0.23843,-0.60867,0.38279,0.184508,1.99201,0.713949,0.432182,9256,2199
"JETILW",20151110,88961,53.5,0.105706,0.770922,0.238139,-0.60858,0.383045,0.184516,1.99201,0.71358,0.431821,10159,3012
"JETILW",20140905,87568,54.5,0.105705,0.770383,0.239195,-0.60863,0.382452,0.184391,1.99202,0.714953,0.433148,10158,3011
"JETILW",20151110,88963,53.7,0.105713,0.770811,0.23837,-0.60853,0.382828,0.18455,1.99202,0.713914,0.431988,10160,3013
"JETILW",20160812,91419,50,0.105674,0.770669,0.238973,-0.608786,0.382969,0.188005,1.99202,0.714264,0.431686,10432,3285
"JETILW",20140828,87419,59,0.105697,0.771224,0.238029,-0.608947,0.383013,0.184498,1.99203,0.713366,0.432113,10140,2993
"AUG",19990511,12204,2.995,0.105637,0.771996,0.237966,-0.609103,0.383018,0.18394,1.99204,0.713221,0.431005,2077,332
"AUGW",20171026,34942,4,0.105638,0.772113,0.237749,-0.609125,0.383017,0.183997,1.99204,0.713061,0.430749,3858,1481
"AUG",19980806,11209,2,0.105687,0.770367,0.239186,-0.608381,0.38255,0.184801,1.99206,0.714431,0.433466,1882,204
"JET",20040225,63220,66.3733520507813,0.105678,0.77051,0.239015,-0.608826,0.382913,0.189001,1.99207,0.714512,0.431413,9729,2583
"AUG",19980804,11197,2.225,0.105692,0.770358,0.239401,-0.608517,0.382428,0.184863,1.99208,0.714755,0.433679,1863,185
"AUG",19990422,12039,2,0.105689,0.770409,0.239349,-0.608542,0.38241,0.184802,1.99208,0.714682,0.433649,2017,290
"AUG",19980806,11208,2.975,0.105685,0.770347,0.239088,-0.60831,0.382644,0.184783,1.9921,0.714365,0.433274,1881,203
"AUGW",20081127,24156,3.25,0.105664,0.77155,0.237441,-0.608557,0.382886,0.184361,1.9921,0.712744,0.43061,3106,790
"AUGW",20170713,34613,3.95,0.105623,0.773261,0.237262,-0.610343,0.382598,0.184028,1.9921,0.712221,0.431416,3828,1451
"JET",20001025,52289,68.8987426757813,0.105713,0.770359,0.239144,-0.608364,0.38266,0.184213,1.9921,0.715009,0.432587,9070,2020
"JETILW",20160404,90405,48.15,0.105689,0.771083,0.238643,-0.608891,0.383087,0.184093,1.9921,0.714204,0.432229,10295,3148
"AUG",19980804,11198,4.6,0.105689,0.770423,0.239295,-0.608536,0.382454,0.184824,1.99211,0.714695,0.433495,1877,199
"AUGW",20110503,26901,4.1,0.105644,0.772643,0.236648,-0.609107,0.383396,0.184275,1.99211,0.711892,0.428977,3293,961
"AUGW",20091008,25306,2.65,0.105666,0.771427,0.23763,-0.608559,0.382827,0.184372,1.99212,0.712976,0.430917,3139,819
"JET",19980108,43848,66.4,0.105715,0.770394,0.239076,-0.608174,0.382943,0.184029,1.99212,0.71497,0.432058,8309,1522
"AUGW",20091008,25307,4.25,0.105665,0.771454,0.237574,-0.608549,0.382846,0.184361,1.99213,0.712955,0.430759,3141,821
"AUGW",20091117,25567,4.25,0.105664,0.771515,0.237487,-0.608549,0.382883,0.184368,1.99213,0.712903,0.430516,3161,841
"AUGW",20130322,29812,2.45,0.105641,0.771838,0.237936,-0.609001,0.383026,0.184061,1.99213,0.713275,0.431035,3593,1233
"JET",19980120,44108,68.11,0.105698,0.77109,0.238347,-0.60852,0.383271,0.184112,1.99213,0.713931,0.431323,8431,1592
"JETILW",20120629,83388,62,0.105722,0.770329,0.238819,-0.60828,0.382742,0.184425,1.99214,0.714618,0.432382,9866,2719
"AUGW",20120606,28137,4.1,0.105645,0.771772,0.23793,-0.608898,0.383047,0.184157,1.99215,0.713479,0.430534,3406,1056
"AUGW",20120705,28330,2.05,0.105661,0.77175,0.237116,-0.608574,0.383024,0.184414,1.99215,0.712539,0.42986,3431,1075
"JETILW",20120613,83141,60.25,0.105699,0.770485,0.239305,-0.608673,0.382662,0.184144,1.99215,0.715233,0.432908,9820,2673
"JETILW",20160405,90443,52.5,0.105704,0.770616,0.238937,-0.608389,0.383,0.184051,1.99215,0.714707,0.432094,10307,3160
"AUG",19980526,10729,3.195,0.10565,0.771634,0.237898,-0.609004,0.382348,0.184305,1.99216,0.713547,0.431263,1826,169
"AUGW",20110428,26860,3.25,0.105669,0.771436,0.237537,-0.608512,0.382955,0.184411,1.99216,0.712901,0.430668,3287,955
"AUGW",20171026,34942,3.45,0.105638,0.772028,0.237791,-0.609124,0.383057,0.18401,1.99216,0.713212,0.430809,3857,1480
"JET",19980120,44101,67.38,0.105693,0.771139,0.238329,-0.608554,0.383409,0.184033,1.99216,0.713968,0.431163,8424,1585
"JETILW",20151119,89119,56.5,0.105706,0.77041,0.239222,-0.608511,0.382722,0.184171,1.99216,0.715082,0.43278,10183,3036
"AUGW",20081024,23928,3.25,0.105667,0.771406,0.237536,-0.608489,0.382918,0.184362,1.99217,0.71294,0.430692,3099,783
"AUG",19980804,11197,2.45,0.10569,0.77035,0.239325,-0.608504,0.382509,0.184833,1.99218,0.714769,0.433539,1864,186
"JET",19991027,49152,61.3809661865234,0.105694,0.771418,0.238107,-0.60912,0.383001,0.184557,1.99218,0.713971,0.431251,8918,1890
"AUG",20020613,15970,3,0.105667,0.770871,0.238639,-0.608615,0.382335,0.184304,1.99219,0.714327,0.432285,2592,621
"AUGW",20110708,27238,2.25,0.105657,0.771813,0.237245,-0.608681,0.383212,0.184236,1.99219,0.712558,0.430269,3336,999
"JETILW",20140905,87566,54.5,0.105707,0.770372,0.239127,-0.608633,0.382561,0.1844,1.99219,0.71499,0.433049,10157,3010
"AUGW",20080319,22856,2.75,0.105667,0.7714,0.2376,-0.608538,0.382901,0.184387,1.9922,0.713027,0.430795,3066,752
"JET",19980120,44105,70.89,0.105696,0.771087,0.238327,-0.60852,0.383399,0.184057,1.9922,0.714009,0.431169,8429,1590
"AUG",19990511,12205,2.95,0.105638,0.771892,0.237972,-0.609088,0.383106,0.183965,1.99221,0.71337,0.43102,2078,333
"AUG",20030731,18179,3,0.105654,0.770129,0.237788,-0.608105,0.382154,0.192364,1.99222,0.712747,0.43031,2883,723
"JET",19980119,44090,72.11,0.105692,0.770791,0.2388,-0.608495,0.383335,0.183888,1.99222,0.714623,0.431723,8415,1577
"JET",20030408,59260,61.12939453125,0.105696,0.771005,0.238722,-0.609125,0.382604,0.184446,1.99222,0.714721,0.432465,9476,2370
"AUGW",20110311,26519,2.25,0.105663,0.771435,0.237495,-0.608528,0.382915,0.184331,1.99223,0.712962,0.430652,3239,913
"AUG",20020604,15889,5.7,0.105637,0.77357,0.235045,-0.608964,0.384758,0.183827,1.99225,0.710076,0.426469,2507,547
"AUGW",20170713,34610,4.55,0.105655,0.771731,0.237556,-0.608841,0.383018,0.184193,1.99225,0.713004,0.430853,3808,1434
"JET",20040225,63223,65.13134765625,0.105687,0.770665,0.238555,-0.608618,0.383161,0.187433,1.99225,0.714099,0.431219,9733,2587
"AUGW",20090605,24570,3.25,0.105667,0.77135,0.237639,-0.608543,0.382917,0.184387,1.99226,0.713113,0.430878,3112,796
"JET",20020521,55932,68.4019775390625,0.1057,0.770691,0.238902,-0.608569,0.383014,0.18414,1.99226,0.71475,0.432149,9242,2185
"JETILW",20120306,82488,58.35,0.105717,0.770364,0.238845,-0.608417,0.382766,0.184447,1.99226,0.714713,0.432511,9766,2619
"JETILW",20140905,87560,54.5,0.105708,0.770373,0.239099,-0.608636,0.382598,0.184407,1.99226,0.714999,0.433011,10153,3006
"JETILW",20151110,88964,53.5,0.105713,0.770745,0.238361,-0.608565,0.382967,0.184527,1.99226,0.714084,0.431993,10161,3014
"AUGW",20110315,26537,3.25,0.105669,0.771367,0.237578,-0.608509,0.382994,0.1844,1.99227,0.713055,0.430686,3243,917
"AUGW",20110329,26650,3.25,0.105669,0.771381,0.237543,-0.608505,0.383016,0.184404,1.99227,0.713021,0.430633,3261,931
"JETILW",20120628,83357,55.5,0.105705,0.770276,0.239243,-0.608943,0.382143,0.184764,1.99227,0.71522,0.433869,9863,2716
"AUGW",20090602,24532,3.25,0.105667,0.771346,0.237645,-0.608551,0.38292,0.184385,1.99228,0.713134,0.430891,3110,794
"AUGW",20121023,28729,2.35,0.105648,0.77197,0.237506,-0.609019,0.383094,0.184204,1.99228,0.713013,0.430364,3476,1118
"JET",20030205,58114,57.8450012207031,0.105708,0.771096,0.237958,-0.608958,0.382855,0.184787,1.99228,0.71349,0.432185,9372,2290
"JETILW",20120713,83592,52,0.105717,0.770236,0.239006,-0.608592,0.382382,0.184643,1.99228,0.714973,0.43319,9906,2759
"JETILW",20151118,89094,46.5,0.105721,0.770721,0.238381,-0.608339,0.383148,0.184305,1.99229,0.714092,0.431648,10177,3030
"JETILW",20120306,82486,58.5,0.105716,0.770359,0.238849,-0.608435,0.382783,0.184448,1.9923,0.714749,0.432522,9764,2617
"JETILW",20120328,82787,47.6,0.105698,0.77106,0.238387,-0.608824,0.383078,0.184322,1.9923,0.714049,0.431993,9804,2657
"AUG",19990319,11804,4.85,0.105657,0.771047,0.238639,-0.608903,0.382273,0.184286,1.99231,0.714369,0.432482,1955,252
"AUG",19990422,12030,2.45,0.10569,0.770343,0.239332,-0.608571,0.382566,0.184791,1.99231,0.714827,0.433643,2010,283
"AUGW",20081014,23837,2.75,0.105667,0.771325,0.237562,-0.608485,0.382983,0.184358,1.99231,0.713085,0.430733,3095,779
"AUGW",20121023,28725,4.1,0.105652,0.771801,0.2376,-0.608916,0.383097,0.184239,1.99231,0.713154,0.430487,3461,1103
"JETILW",20120315,82662,56.3,0.105712,0.770151,0.239173,-0.608679,0.38229,0.184649,1.99231,0.71523,0.43349,9792,2645
"JETILW",20120702,83393,62,0.105718,0.770321,0.238867,-0.608399,0.38279,0.184415,1.99231,0.714788,0.432528,9867,2720
"JETILW",20140905,87564,54.5,0.105708,0.770374,0.23908,-0.608644,0.382629,0.184413,1.99231,0.715008,0.432989,10155,3008
"AUG",20030306,17151,5.25,0.105662,0.771376,0.237871,-0.608656,0.383056,0.184261,1.99232,0.7134,0.431044,2733,682
"AUGW",20130322,29809,2,0.105647,0.772288,0.236928,-0.609035,0.383385,0.184237,1.99232,0.71234,0.429629,3582,1222
"AUG",19960509,8092,3.35,0.105681,0.770686,0.237798,-0.60802,0.382629,0.184482,1.99233,0.713838,0.430721,1579,41
"AUG",19980804,11190,5,0.105688,0.770371,0.239245,-0.608551,0.382591,0.184796,1.99233,0.714823,0.43341,1860,182
"AUGW",20110503,26902,2.6,0.105651,0.772126,0.237031,-0.608919,0.383389,0.184309,1.99233,0.712521,0.429592,3295,963
"JETILW",20140822,87394,49.75,0.105714,0.770259,0.238987,-0.60848,0.3827,0.184546,1.99233,0.714886,0.432842,10133,2986
"JETILW",20160812,91418,51.5,0.105676,0.770463,0.238984,-0.608714,0.383189,0.188108,1.99233,0.71459,0.43153,10431,3284
"AUG",19990415,12000,3.5,0.10569,0.770318,0.239378,-0.608585,0.382551,0.184794,1.99234,0.714928,0.433676,2004,279
"JET",20010110,53005,63.8893737792969,0.105694,0.771521,0.237761,-0.608973,0.383425,0.184358,1.99234,0.713391,0.431069,9148,2096
"JETILW",20151126,89202,51.75,0.105684,0.77231,0.236705,-0.609588,0.383786,0.184833,1.99234,0.711784,0.430741,10197,3050
"AUG",19980227,10009,2.85,0.105642,0.771841,0.237888,-0.609145,0.382855,0.183989,1.99235,0.713558,0.431038,1746,139
"AUGW",20090512,24408,3.25,0.105668,0.77129,0.2377,-0.60856,0.382946,0.184392,1.99235,0.71325,0.430978,3107,791
"AUGW",20091021,25415,4.25,0.105663,0.771437,0.237606,-0.608671,0.382944,0.18437,1.99235,0.713127,0.430901,3152,832
"AUGW",20110610,27138,2.5,0.105653,0.771965,0.237246,-0.608908,0.383278,0.184328,1.99235,0.71275,0.430019,3318,982
"JET",20020523,55974,60.6325988769531,0.105708,0.770771,0.238448,-0.608714,0.382974,0.184467,1.99235,0.714225,0.432235,9266,2209
"JETILW",20120707,83485,51.5,0.1057,0.770491,0.238903,-0.609093,0.38236,0.184891,1.99235,0.71478,0.433643,9886,2739
"JETILW",20160405,90445,48,0.105698,0.77061,0.238987,-0.608529,0.383054,0.184053,1.99235,0.714897,0.43226,10308,3161
"AUG",19980730,11175,3.25,0.105689,0.770355,0.239279,-0.608574,0.382597,0.184801,1.99236,0.714881,0.433477,1858,180
"AUGW",20110429,26878,5.45,0.105666,0.771405,0.237538,-0.608572,0.383043,0.184395,1.99236,0.713077,0.430641,3291,959
"JETILW",20120216,82305,58,0.105703,0.770488,0.23906,-0.608837,0.382605,0.184433,1.99236,0.715074,0.433061,9758,2611
"AUG",19980804,11197,2.65,0.105691,0.770294,0.23931,-0.608535,0.382632,0.184818,1.99238,0.714908,0.433535,1865,187
"AUG",19980806,11212,3.05,0.105683,0.770357,0.239041,-0.608429,0.382749,0.184737,1.99238,0.714571,0.433199,1883,205
"AUGW",20170713,34611,3.45,0.10564,0.772185,0.23752,-0.609422,0.382942,0.184156,1.99238,0.712944,0.431171,3815,1441
"JET",19991026,49133,60.8777618408203,0.105698,0.770584,0.239239,-0.608966,0.382544,0.184442,1.99238,0.71559,0.432622,8905,1877
"JETILW",20160404,90411,47,0.105693,0.770891,0.238564,-0.608607,0.383392,0.184011,1.99238,0.714397,0.431692,10300,3153
"JETILW",20160415,90610,54,0.105707,0.770447,0.238932,-0.608678,0.382763,0.184401,1.99238,0.714872,0.432839,10330,3183
"JETILW",20161114,92471,54.5,0.105697,0.770833,0.238517,-0.608957,0.382971,0.184497,1.99238,0.714319,0.432521,10621,3474
"AUGW",20110429,26878,3.25,0.105671,0.771279,0.23767,-0.608537,0.383033,0.184411,1.99239,0.713255,0.430846,3290,958
"AUG",19980227,10010,2.45,0.10564,0.771889,0.237857,-0.609194,0.382882,0.183959,1.9924,0.713561,0.43099,1753,146
"AUG",19980804,11190,3,0.105688,0.77035,0.239234,-0.608559,0.382643,0.18479,1.9924,0.714863,0.433407,1859,181
"AUG",19980804,11197,1.925,0.105689,0.770324,0.239276,-0.608555,0.382628,0.184798,1.9924,0.71492,0.433448,1862,184
"AUG",19980806,11213,2,0.105688,0.77036,0.239216,-0.60857,0.382652,0.184775,1.9924,0.714777,0.433519,1884,206
"AUG",19990319,11799,3.9,0.105673,0.770813,0.238482,-0.608552,0.382598,0.18435,1.9924,0.714299,0.43201,1944,242
"JET",19980120,44102,67.13,0.105698,0.770992,0.238346,-0.608559,0.383383,0.184143,1.9924,0.714144,0.43136,8426,1587
"JET",20030130,58036,60.8671875,0.105703,0.770902,0.23854,-0.608924,0.382826,0.184551,1.9924,0.71458,0.432109,9367,2285
"JETILW",20120403,82866,62.05,0.105719,0.770338,0.238819,-0.608416,0.382848,0.184404,1.9924,0.714785,0.432473,9814,2667
"JET",20021026,57365,67.86376953125,0.105712,0.7706,0.238704,-0.608451,0.38311,0.184232,1.99241,0.714572,0.432038,9317,2251
"JET",20030905,60852,63.1441955566406,0.105692,0.771516,0.237576,-0.608847,0.383662,0.184001,1.99241,0.7131,0.431315,9557,2445
"AUG",19980804,11190,6,0.105688,0.770367,0.239212,-0.608571,0.382651,0.184781,1.99242,0.714867,0.433354,1861,183
"AUG",19980806,11207,2.68,0.105684,0.770225,0.239077,-0.608304,0.382847,0.184771,1.99242,0.714705,0.433051,1879,201
"AUGW",20120420,27777,3.25,0.105669,0.771322,0.237629,-0.608579,0.383058,0.184409,1.99242,0.713212,0.430831,3363,1021
"AUGW",20160331,33307,4.1,0.105655,0.771455,0.238005,-0.609061,0.382563,0.184377,1.99242,0.713564,0.431943,3771,1398
"JETILW",20160415,90609,52.5,0.105709,0.770454,0.238907,-0.608673,0.382778,0.184413,1.99242,0.714862,0.4328,10329,3182
"AUG",19980512,10584,3.15,0.105646,0.770748,0.23952,-0.608998,0.382078,0.183942,1.99243,0.715743,0.433044,1821,168
"JET",19980130,44359,64.36,0.105721,0.770496,0.238658,-0.60863,0.382673,0.18469,1.99243,0.714645,0.432412,8489,1631
"JET",20031029,61520,60.8671875,0.105687,0.771773,0.237436,-0.609049,0.383782,0.184266,1.99243,0.712824,0.430776,9634,2502
"JETILW",20160726,91218,48.5,0.105713,0.770699,0.238402,-0.608413,0.383258,0.184303,1.99243,0.714231,0.431684,10344,3197
"AUGW",20090604,24552,3.25,0.105668,0.771263,0.237701,-0.608578,0.382998,0.184389,1.99244,0.713328,0.43098,3111,795
"AUGW",20080926,23722,3.25,0.10567,0.771218,0.23775,-0.608561,0.382986,0.184398,1.99245,0.713396,0.431038,3089,773
"JETILW",20120615,83176,55,0.105704,0.770383,0.238979,-0.608971,0.382417,0.18475,1.99245,0.714952,0.433601,9822,2675
"AUGW",20110317,26558,5.45,0.105665,0.7714,0.237566,-0.608642,0.383076,0.1844,1.99246,0.71318,0.430725,3247,921
"JETILW",20120622,83278,56.75,0.105696,0.770425,0.239278,-0.609033,0.38255,0.184438,1.99246,0.715421,0.433513,9835,2688
"AUG",19980730,11171,3,0.10569,0.770301,0.239272,-0.608563,0.382687,0.184799,1.99247,0.71494,0.433484,1857,179
"AUG",19990422,12030,3.5,0.105683,0.770197,0.239137,-0.608337,0.382808,0.184733,1.99247,0.714799,0.433185,2011,284
"AUGW",20171026,34941,6.25,0.105639,0.771828,0.237877,-0.60912,0.383186,0.18402,1.99247,0.713614,0.430878,3855,1478
"JETILW",20151118,89095,47.25,0.105721,0.770642,0.238417,-0.608363,0.383225,0.184286,1.99247,0.71428,0.431717,10178,3031
"AUG",19960515,8153,3.6,0.105658,0.770904,0.238636,-0.608641,0.38269,0.184075,1.99248,0.714715,0.431737,1617,61
"AUG",19990504,12146,2.975,0.105699,0.769736,0.240325,-0.608603,0.382179,0.184894,1.99248,0.716393,0.434711,2062,319
"AUGW",20080229,22755,2.75,0.105667,0.7713,0.237643,-0.608593,0.383041,0.184398,1.99248,0.713286,0.430861,3062,750
"AUGW",20110317,26558,3.25,0.10567,0.771265,0.237662,-0.608561,0.383085,0.184411,1.99248,0.713314,0.430842,3246,920
"AUGW",20121123,28904,4.95,0.105643,0.772224,0.237088,-0.60921,0.383335,0.184172,1.99248,0.712434,0.430463,3513,1155
"JETILW",20120628,83370,56,0.10571,0.770211,0.239101,-0.608799,0.382397,0.184726,1.99248,0.715233,0.433474,9864,2717
"JETILW",20151119,89121,57,0.105708,0.770361,0.239126,-0.608559,0.382877,0.184206,1.99248,0.715172,0.432787,10184,3037
"JETILW",20160405,90445,50.5,0.105699,0.770581,0.238953,-0.608542,0.383102,0.18408,1.99248,0.714952,0.43224,10309,3162
"JETILW",20160412,90542,48.5,0.105697,0.770582,0.238962,-0.608541,0.383156,0.184044,1.99248,0.714962,0.432216,10310,3163
"AUGW",20081009,23793,2.75,0.105665,0.771304,0.237615,-0.608593,0.383037,0.184356,1.99249,0.713279,0.430861,3092,776
"AUGW",20110118,26129,3.25,0.10567,0.771292,0.23758,-0.608534,0.383132,0.184406,1.99249,0.71327,0.430629,3188,868
"AUGW",20110310,26497,3.25,0.105669,0.771271,0.237679,-0.608584,0.38307,0.184407,1.99249,0.713343,0.430874,3237,912
"JET",20020522,55948,61.6123962402344,0.105709,0.770716,0.238449,-0.608709,0.383026,0.184495,1.99249,0.714345,0.432181,9254,2197
"JETILW",20151126,89200,51.75,0.105685,0.772255,0.236634,-0.609556,0.383933,0.184817,1.99249,0.711812,0.430638,10195,3048
"AUGW",20080327,22909,1.85,0.105668,0.771225,0.237724,-0.608576,0.383018,0.18438,1.9925,0.713447,0.430952,3068,754
"AUGW",20080617,23364,3.25,0.105669,0.771223,0.237725,-0.608573,0.383028,0.184381,1.9925,0.713422,0.430979,3083,769
"AUGW",20080626,23429,2.65,0.105666,0.771276,0.237619,-0.608561,0.38305,0.184356,1.9925,0.71332,0.430803,3086,771
"AUGW",20081118,24059,2.35,0.105668,0.771247,0.237644,-0.608544,0.383064,0.184357,1.9925,0.713341,0.43084,3101,785
"AUGW",20110301,26420,3.25,0.105668,0.771325,0.237586,-0.608592,0.383124,0.184403,1.9925,0.713227,0.430758,3226,902
"JET",19991027,49154,61.6257629394531,0.105691,0.771357,0.238116,-0.609226,0.383171,0.184534,1.9925,0.714237,0.431296,8920,1892
"JET",20040225,63222,63.392578125,0.105678,0.770703,0.238594,-0.60887,0.383298,0.18792,1.9925,0.71426,0.431287,9730,2584
"JETILW",20120403,82863,61.5,0.10572,0.770336,0.2388,-0.608443,0.382896,0.184413,1.9925,0.714827,0.432461,9812,2665
"JETILW",20140811,87173,53.5,0.105699,0.76988,0.239913,-0.609148,0.381835,0.184753,1.9925,0.716444,0.434757,10083,2936
"AUG",19980806,11208,2,0.105688,0.770336,0.239193,-0.60858,0.382718,0.184761,1.99251,0.714845,0.433474,1880,202
"AUG",19990319,11807,2.477,0.105671,0.770749,0.238535,-0.608573,0.382607,0.184319,1.99251,0.714465,0.432107,1958,255
"AUG",20020613,15970,4.9,0.105669,0.770758,0.238613,-0.608631,0.382569,0.184324,1.99251,0.714545,0.432233,2593,622
"AUGW",20080325,22880,1.85,0.105669,0.771211,0.237749,-0.60858,0.383017,0.184386,1.99251,0.713472,0.431,3067,753
"AUGW",20081120,24087,3.25,0.105667,0.771247,0.237624,-0.608538,0.383067,0.184364,1.99251,0.713306,0.430836,3103,787
"AUGW",20110415,26802,5.45,0.105668,0.771311,0.237604,-0.608589,0.38311,0.1844,1.99251,0.713281,0.430749,3274,943
"AUGW",20110607,27089,3.25,0.105668,0.77125,0.237698,-0.608579,0.383061,0.184387,1.99251,0.713386,0.430893,3311,978
"AUGW",20170713,34610,4.35,0.105656,0.771551,0.237646,-0.608837,0.38314,0.184211,1.99251,0.713333,0.430957,3807,1433
"JETILW",20160726,91216,49.35,0.105708,0.770708,0.238444,-0.608502,0.383276,0.184353,1.99251,0.714332,0.431764,10342,3195
"AUG",20020604,15889,4.5,0.105638,0.7733,0.235257,-0.608958,0.384792,0.183856,1.99252,0.710536,0.426823,2506,546
"AUGW",20080401,22955,1.85,0.105668,0.77122,0.237727,-0.608581,0.383027,0.184381,1.99252,0.713458,0.430963,3069,755
"AUGW",20090609,24585,2.75,0.105671,0.771163,0.237808,-0.608575,0.383012,0.184393,1.99252,0.713517,0.431142,3114,798
"AUGW",20091117,25568,3.85,0.105665,0.771321,0.237589,-0.60859,0.383071,0.18436,1.99252,0.713344,0.430653,3162,842
"AUGW",20171026,34941,5.6,0.105639,0.771794,0.237883,-0.609113,0.383212,0.184027,1.99252,0.713664,0.430882,3854,1477
"JET",20020412,55436,65.8765869140625,0.105696,0.770584,0.239051,-0.60869,0.383083,0.184092,1.99252,0.71513,0.432431,9236,2179
"JETILW",20120403,82864,61.5,0.10572,0.770326,0.238796,-0.608441,0.382915,0.184412,1.99252,0.714843,0.432452,9813,2666
"AUGW",20110415,26802,3.25,0.10567,0.771261,0.237648,-0.608573,0.383115,0.184405,1.99253,0.713332,0.430838,3273,942
"JETILW",20120403,82868,61.3,0.105719,0.770318,0.238801,-0.608444,0.382922,0.184421,1.99253,0.714855,0.432462,9815,2668
"JETILW",20120713,83586,51.5,0.105717,0.77018,0.238959,-0.608608,0.382559,0.184627,1.99253,0.715123,0.433074,9903,2756
"JETILW",20151126,89204,52,0.105688,0.772024,0.236964,-0.609451,0.383741,0.184779,1.99253,0.712272,0.430949,10199,3052
"AUGW",20110419,26820,3.25,0.10567,0.771256,0.237651,-0.608578,0.383126,0.184409,1.99254,0.713345,0.430845,3276,945
"JET",20020522,55949,61.1156005859375,0.105709,0.770709,0.238435,-0.608719,0.383065,0.184477,1.99254,0.714359,0.432187,9255,2198
"JET",20030327,59064,57.6380004882813,0.1057,0.771389,0.237685,-0.609058,0.383355,0.184528,1.99254,0.713262,0.431624,9443,2343
"JETILW",20130813,84797,46,0.105713,0.770692,0.238441,-0.608486,0.383243,0.184286,1.99254,0.714338,0.431834,9980,2833
"JETILW",20130904,85008,54.5,0.105704,0.769964,0.239533,-0.60894,0.382104,0.18489,1.99254,0.715993,0.434015,9996,2849
"JETILW",20160809,91369,52.25,0.105674,0.770442,0.239018,-0.608816,0.383242,0.18797,1.99254,0.714803,0.431663,10400,3253
"AUG",19990318,11788,4.475,0.105674,0.770765,0.238462,-0.608563,0.382716,0.184358,1.99255,0.714385,0.431992,1935,237
"AUG",19990520,12247,2.6,0.105696,0.769951,0.239872,-0.608585,0.382458,0.184866,1.99255,0.715838,0.43414,2085,336
"AUG",20020613,15972,3.25,0.105669,0.770742,0.238617,-0.608634,0.382586,0.18432,1.99255,0.714575,0.43225,2594,623
"AUGW",20110218,26347,3.25,0.105668,0.771296,0.237595,-0.608588,0.383144,0.184391,1.99255,0.713275,0.430775,3217,894
"AUGW",20110419,26820,5.45,0.105669,0.771272,0.237615,-0.60857,0.383143,0.184406,1.99255,0.713323,0.430752,3277,946
"AUGW",20110531,27050,5.45,0.105669,0.771211,0.237729,-0.608573,0.383078,0.184394,1.99255,0.713473,0.430898,3304,972
"AUGW",20170711,34602,6.2,0.10566,0.771399,0.237729,-0.608743,0.383152,0.184241,1.99256,0.713488,0.431011,3803,1429
"AUGW",20171010,34767,3.45,0.105625,0.772567,0.237586,-0.609692,0.383346,0.183808,1.99256,0.713393,0.430263,3843,1466
"JETILW",20140820,87348,47.75,0.105696,0.770818,0.238567,-0.608745,0.383317,0.184141,1.99256,0.714503,0.432043,10121,2974
"JETILW",20151215,89454,52.75,0.105704,0.770252,0.239258,-0.609042,0.3823,0.184779,1.99256,0.715443,0.433874,10233,3086
"AUG",19990319,11800,4.6,0.105661,0.770928,0.238581,-0.608849,0.382518,0.184314,1.99257,0.714505,0.432332,1949,247
"AUG",19990520,12247,2.8,0.105699,0.769823,0.240082,-0.608587,0.382379,0.184903,1.99257,0.716151,0.434376,2086,337
"AUGW",20120411,27700,3.25,0.105669,0.771272,0.237636,-0.6086,0.383146,0.184402,1.99257,0.713332,0.430847,3357,1017
"JETILW",20151126,89191,50.65,0.10569,0.771918,0.237015,-0.609354,0.383763,0.184609,1.99257,0.71241,0.430951,10192,3045
"JETILW",20151208,89399,58,0.105708,0.770675,0.238142,-0.608549,0.383372,0.184517,1.99257,0.714024,0.431758,10227,3080
